dataset_id,predictor,baseline,reduced_collinear_v1,delta_ratio,abs_delta_ratio
1001,climate,0.5299739357080799,0.5976412506856829,0.06766731497760292,0.06766731497760292
1001,human,0.47002606429192006,0.40235874931431703,-0.06766731497760303,0.06766731497760303
1002,climate,0.8346268656716418,0.807360197368421,-0.027266668303220776,0.027266668303220776
1002,human,0.16537313432835818,0.19263980263157895,0.027266668303220776,0.027266668303220776
1003,climate,0.9198641765704584,0.9723714504988489,0.0525072739283905,0.0525072739283905
1003,human,0.08013582342954159,0.02762854950115119,-0.0525072739283904,0.0525072739283904
1006,climate,0.9999982385093561,0.9999978705326438,-3.67976712323248e-7,3.67976712323248e-7
1006,human,1.761490643842445e-6,2.129467356330161e-6,3.67976712487716e-7,3.67976712487716e-7
1010,climate,0.5465015836452635,0.48026981450252954,-0.06623176914273393,0.06623176914273393
1010,human,0.45349841635473653,0.5197301854974705,0.06623176914273399,0.06623176914273399
1013,climate,0.5476497102382486,0.5515860794579612,0.003936369219712632,0.003936369219712632
1013,human,0.4523502897617515,0.4484139205420388,-0.003936369219712688,0.003936369219712688
1024,climate,0.7405764966740577,0.7594385964912281,0.018862099817170463,0.018862099817170463
1024,human,0.25942350332594233,0.24056140350877192,-0.018862099817170408,0.018862099817170408
1028,climate,0.9017966516945692,0.8925390856916684,-0.009257566002900841,0.009257566002900841
1028,human,0.09820334830543079,0.1074609143083317,0.00925756600290091,0.00925756600290091
1030,climate,0.9688167449807774,0.8351263447585688,-0.13369040022220857,0.13369040022220857
1030,human,0.031183255019222554,0.16487365524143108,0.13369040022220852,0.13369040022220852
1104,climate,0.9593377868138251,0.9429460580912863,-0.0163917287225388,0.0163917287225388
1104,human,0.04066221318617485,0.05705394190871369,0.016391728722538842,0.016391728722538842
1105,climate,0.6380722891566264,0.636017316017316,-0.0020549731393103565,0.0020549731393103565
1105,human,0.36192771084337344,0.36398268398268396,0.002054973139310523,0.002054973139310523
1107,climate,0.9999975399814516,0.9999976558892267,1.1590777515557704e-7,1.1590777515557704e-7
1107,human,2.460018548539856e-6,2.3441107732987034e-6,-1.1590777524115278e-7,1.1590777524115278e-7
1142,climate,0.6044609665427509,0.5280898876404494,-0.07637107890230155,0.07637107890230155
1142,human,0.39553903345724906,0.4719101123595505,0.07637107890230144,0.07637107890230144
1148,climate,0.7497262973505583,0.6287170773152081,-0.1210092200353502,0.1210092200353502
1148,human,0.25027370264944165,0.37128292268479185,0.1210092200353502,0.1210092200353502
1149,climate,0.6226574371095728,0.6350771187788201,0.01241968166924734,0.01241968166924734
1149,human,0.3773425628904271,0.36492288122117983,-0.012419681669247284,0.012419681669247284
1152,climate,0.8629395852119027,0.7727502527805865,-0.09018933243131622,0.09018933243131622
1152,human,0.13706041478809738,0.22724974721941352,0.09018933243131613,0.09018933243131613
1153,climate,0.7622715872447151,0.8016399843811012,0.03936839713638607,0.03936839713638607
1153,human,0.23772841275528486,0.19836001561889888,-0.039368397136385985,0.039368397136385985
1154,climate,0.6591151955546057,0.5609628466771325,-0.09815234887747326,0.09815234887747326
1154,human,0.3408848044453943,0.43903715332286763,0.09815234887747332,0.09815234887747332
1157,climate,0.9803988995873453,0.9378640776699029,-0.0425348219174424,0.0425348219174424
1157,human,0.019601100412654747,0.062135922330097085,0.04253482191744234,0.04253482191744234
1160,climate,0.7136550912301354,0.6649971103833558,-0.048657980846779525,0.048657980846779525
1160,human,0.2863449087698646,0.3350028896166442,0.04865798084677958,0.04865798084677958
12,climate,0.6713143325815051,0.721343551279961,0.05002921869845589,0.05002921869845589
12,human,0.328685667418495,0.27865644872003914,-0.050029218698455835,0.050029218698455835
13051,climate,0.9896980461811723,0.8970619319382794,-0.09263611424289286,0.09263611424289286
13051,human,0.010301953818827706,0.10293806806172057,0.09263611424289286,0.09263611424289286
13053,climate,NA,NA,NA,NA
13053,human,NA,NA,NA,NA
13055,climate,NA,NA,NA,NA
13055,human,NA,NA,NA,NA
13097,climate,0.5421818181818182,0.5951575110648268,0.05297569288300863,0.05297569288300863
13097,human,0.45781818181818185,0.4048424889351731,-0.05297569288300874,0.05297569288300874
1390,climate,0.9848942598187311,0.9999964850738663,0.01510222525513516,0.01510222525513516
1390,human,0.015105740181268881,3.514926133827298e-6,-0.015102225255135054,0.015102225255135054
1391,climate,0.6552457466918714,0.73971175551311,0.08446600882123856,0.08446600882123856
1391,human,0.34475425330812853,0.2602882444868901,-0.08446600882123845,0.08446600882123845
1393,climate,0.9999985901612995,0.9999987573024017,1.6714110218085665e-7,1.6714110218085665e-7
1393,human,1.4098387003542923e-6,1.2426975982383518e-6,-1.6714110211594047e-7,1.6714110211594047e-7
14110,climate,0.49094479598516255,0.554656632173095,0.06371183618793247,0.06371183618793247
14110,human,0.5090552040148374,0.445343367826905,-0.06371183618793241,0.06371183618793241
14134,climate,0.999998161768085,0.9618447246184472,-0.038153437149637814,0.038153437149637814
14134,human,1.8382319150148617e-6,0.03815527538155275,0.03815343714963774,0.03815343714963774
14264,climate,0.999995051978961,0.9999967469201467,1.6949411857369867e-6,1.6949411857369867e-6
14264,human,4.948021038985458e-6,3.2530798533511603e-6,-1.6949411856342975e-6,1.6949411856342975e-6
14274,climate,0.6852842146959793,0.7111520737327188,0.025867859036739493,0.025867859036739493
14274,human,0.3147157853040206,0.2888479262672811,-0.025867859036739493,0.025867859036739493
14289,climate,0.2597126130920703,0.0768012668250198,-0.18291134626705047,0.18291134626705047
14289,human,0.7402873869079297,0.9231987331749802,0.18291134626705052,0.18291134626705052
1432,climate,0.862993298585257,0.8900532268795741,0.027059928294317137,0.027059928294317137
1432,human,0.1370067014147431,0.1099467731204258,-0.027059928294317304,0.027059928294317304
1434,climate,0.8443808615482435,0.7988361119849009,-0.045544749563342646,0.045544749563342646
1434,human,0.15561913845175648,0.2011638880150991,0.04554474956334262,0.04554474956334262
1435,climate,0.9483124397299902,0.9999982635904434,0.05168582386045317,0.05168582386045317
1435,human,0.05168756027000964,1.7364095565036351e-6,-0.05168582386045314,0.05168582386045314
1438,climate,0.5,4.11505699353936e-5,-0.49995884943006463,0.49995884943006463
1438,human,0.5,0.9999588494300645,0.4999588494300645,0.4999588494300645
1439,climate,NA,NA,NA,NA
1439,human,NA,NA,NA,NA
1440,climate,0.9999968543666111,0.9790811339198435,-0.020915720446767594,0.020915720446767594
1440,human,3.1456333890110444e-6,0.0209188660801564,0.02091572044676739,0.02091572044676739
1443,climate,0.7163147075313027,0.6462264150943396,-0.07008829243696302,0.07008829243696302
1443,human,0.28368529246869745,0.35377358490566035,0.0700882924369629,0.0700882924369629
1444,climate,0.7526347186319348,0.8116791270963831,0.05904440846444836,0.05904440846444836
1444,human,0.2473652813680652,0.1883208729036169,-0.059044408464448306,0.059044408464448306
1445,climate,0.25435765009683664,0.2446613788895668,-0.009696271207269846,0.009696271207269846
1445,human,0.7456423499031634,0.7553386211104332,0.009696271207269791,0.009696271207269791
1448,climate,0.8754519887505022,0.9265742214139577,0.0511222326634555,0.0511222326634555
1448,human,0.12454801124949778,0.07342577858604228,-0.0511222326634555,0.0511222326634555
14498,climate,0.8650852483320979,0.7541114058355437,-0.11097384249655418,0.11097384249655418
14498,human,0.13491475166790218,0.24588859416445624,0.11097384249655406,0.11097384249655406
1450,climate,0.3120204603580563,0.5448745214802212,0.2328540611221649,0.2328540611221649
1450,human,0.6879795396419438,0.45512547851977886,-0.23285406112216495,0.23285406112216495
1451,climate,0.7331656887398715,0.632859551915201,-0.10030613682467049,0.10030613682467049
1451,human,0.2668343112601285,0.36714044808479884,0.10030613682467032,0.10030613682467032
14512,climate,0.5352223534041717,0.601593625498008,0.06637127209383631,0.06637127209383631
14512,human,0.46477764659582843,0.39840637450199207,-0.06637127209383636,0.06637127209383636
14523,climate,0.6563856522732465,0.6349780910649648,-0.02140756120828169,0.02140756120828169
14523,human,0.34361434772675353,0.3650219089350353,0.021407561208281745,0.021407561208281745
14525,climate,0.8139567735555869,0.7482646267176655,-0.06569214683792146,0.06569214683792146
14525,human,0.18604322644441304,0.25173537328233464,0.0656921468379216,0.0656921468379216
14549,climate,0.1756007393715342,0.5645295587010825,0.38892881932954826,0.38892881932954826
14549,human,0.8243992606284658,0.43547044129891754,-0.38892881932954826,0.38892881932954826
14556,climate,0.16785375118708454,0.14776632302405499,-0.020087428163029553,0.020087428163029553
14556,human,0.8321462488129155,0.852233676975945,0.02008742816302944,0.02008742816302944
14612,climate,0.8839622641509435,0.9516987310683586,0.06773646691741508,0.06773646691741508
14612,human,0.1160377358490566,0.04830126893164142,-0.0677364669174152,0.0677364669174152
14619,climate,0.0012484394506866415,0.8541409147095178,0.8528924752588312,0.8528924752588312
14619,human,0.9987515605493134,0.14585908529048208,-0.8528924752588313,0.8528924752588313
14799,climate,0.9596700274977085,0.8017456359102244,-0.15792439158748406,0.15792439158748406
14799,human,0.04032997250229148,0.19825436408977556,0.1579243915874841,0.1579243915874841
14803,climate,0.8457534246575342,0.8258086253369272,-0.019944799320607,0.019944799320607
14803,human,0.15424657534246577,0.17419137466307277,0.019944799320607,0.019944799320607
14884,climate,0.9999970104723156,0.9999967773226642,-2.3314965136300714e-7,2.3314965136300714e-7
14884,human,2.9895276845211226e-6,3.2226773358770998e-6,2.331496513559772e-7,2.331496513559772e-7
14921,climate,NA,NA,NA,NA
14921,human,NA,NA,NA,NA
14923,climate,0.9999744252065165,0.9999745553548256,1.3014830912982944e-7,1.3014830912982944e-7
14923,human,2.5574793483542617e-5,2.544464517442304e-5,-1.3014830911957696e-7,1.3014830911957696e-7
14941,climate,NA,NA,NA,NA
14941,human,NA,NA,NA,NA
14944,climate,0.227670463926036,0.3232594266346561,0.09558896270862013,0.09558896270862013
14944,human,0.7723295360739639,0.676740573365344,-0.09558896270861994,0.09558896270861994
14948,climate,0.9334338106003516,0.9699508286286651,0.03651701802831353,0.03651701802831353
14948,human,0.06656618939964833,0.030049171371334917,-0.036517018028313405,0.036517018028313405
14951,climate,0.9712402636309166,0.9444620755315772,-0.026778188099339406,0.026778188099339406
14951,human,0.028759736369083282,0.05553792446842273,0.026778188099339444,0.026778188099339444
15,climate,0.9999872613087731,0.9999927484209686,5.4871121955013535e-6,5.4871121955013535e-6
